nombre,descripcion,imagen,url_detalle,sku,categoria,marca,beneficios,descripcion_larga,faqs,tiendas
Crema Dental Niños Colgate Smiles Mi Villano Favorito 75ml,Crema Dental Colgate Smiles Máxima protección para dientes delicados con diseño de Minions en presentación de 75 ml sabor a bubble fruit.,https://pxmshare.colgatepalmolive.com/JPEG_1500/Qi_pBjJhNllcc2Pbw0Zpt.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-minions?product_overview,7509546066776,Cremas dentales,Colgate Kids,"['Salud dental infantil', 'Prevenir caries', 'Combatir placa']","Dale a los delicados dientes de tu hijo la máxima protección que merecen con la crema dental Colgate Smiles. Con un divertido diseño de Minions de la película Mi Villano Favorito, esta crema dental en gel de 75 ml con sabor a frutas y burbujas hace que el cepillado sea una experiencia placentera para los niños. Su suave consistencia en gel se desliza fácilmente por todos los dientes y penetra eficazmente entre cada uno para eliminar los residuos de comida y las impurezas. Diseñada para niños de 6 años en adelante, Colgate Smiles incorpora flúor en su fórmula, un mineral vital que recubre el esmalte dental para reducir significativamente el riesgo de caries, asegurando que sus dientes en crecimiento reciban el mejor cuidado. Su rico sabor a frutas y burbujas la convierte en una de las favoritas, fomentando hábitos de cepillado constantes. Protege sus bocas y mantén sus sonrisas impecables con Colgate. Cómprala ahora y da el primer paso hacia una salud bucal completa para tu hijo.","[{'pregunta': 'Ingredientes activos', 'respuesta': 'Sodium fluoride/fluoruro de sodio 0.32% (1450 ppm de flúor).'}, {'pregunta': 'Ingredientes inactivos', 'respuesta': 'ES: Sorbitol, Aqua, Hydrated Silica, PEG-12, Cellulose Gum, Sodium Lauryl Sulfate, Aroma, Sodium Saccharin, Sodium Fluoride, CI 42090, CI 47005, Limonene, Cinnamal, Eugenol. Contém Fluoreto de Sódio/ Contiene Fluoruro de Sodio (1100 ppm de Flúor) (1100 µg/g de Flúor).'}]",[]
Crema Dental Blanqueadora Colgate Luminous White Glow 70gr,La Crema dental Colgate Luminous White Glow Mint con 3% de peróxido de hidrógeno elimina más de 10 años de manchas para lograr dientes visiblemente más blancos.,https://pxmshare.colgatepalmolive.com/JPEG_1500/_LKutw-SF78cJARg58kpD.jpg,https://www.colgate.com/es-co/products/toothpaste/pasta-dental-colgate-luminous-white-glow?product_overview,7509546676258,Cremas dentales,Colgate Luminous White,"['Blanqueamiento dental', 'Blanqueamiento dental', 'Manchas dentales']","Consigue una sonrisa deslumbrante y visiblemente más blanca con la crema dental Colgate Luminous White Glow Mint. Esta fórmula avanzada elimina eficazmente más de 10 años de manchas dentales tras solo cuatro semanas de uso diario, gracias a su potente tecnología blanqueadora, que incluye peróxido de hidrógeno al 3 %, un ingrediente de confianza para dentistas. Disfruta de una higiene bucal completa con Colgate Luminous White Glow; es perfecta para uso diario, ayuda a prevenir el mal aliento y protege el esmalte dental, a la vez que luce una sonrisa más brillante. Incorpora esta crema dental blanqueadora a tu rutina diaria de cuidado bucal y consulta siempre con tu dentista para una salud dental óptima. Da el primer paso hacia una salud bucal completa y luce una sonrisa más blanca con Colgate Luminous White Glow Mint.",[],"[{'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '23.767,00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '29.900,00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '31.500,00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '31.950,00'}]"
Crema Dental Colgate Natural Extracts Purificante 140ml,"Crema de dientes: purifica, blanquea y refresca con carbón activado y menta, protegiendo el esmalte para una sonrisa más blanca.",https://pxmshare.colgatepalmolive.com/JPEG_1500/66icPiEN-zLy_B96Ewxtr.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-natural-extracts-charcoal?product_overview,7509546660073,Cremas dentales,Colgate Natural Extracts,"['Prevenir caries', 'Aliento fresco', 'Combatir placa', 'Prevenir sarro', 'Blanqueamiento dental']","Descubre la crema dental blanqueadora purificante Colgate Natural Extracts, elaborada con carbón activado y menta refrescante para transformar tu rutina de cuidado bucal. Esta exclusiva fórmula de inspiración natural va más allá de la limpieza básica, eliminando activamente manchas e impurezas, dejando tu aliento increíblemente fresco. Experimenta la confianza de una sonrisa más blanca, ya que esta crema dental también ayuda a proteger tu esmalte, garantizando una salud dental a largo plazo. Transforma tu cepillado diario en una experiencia purificante y blanqueadora que deja tu boca limpia y revitalizada.","[{'pregunta': 'Ingredientes inactivos', 'respuesta': 'ES: Aqua/Água, Glycerin/Glicerol, Hydrated Silica/Dióxido de Silício, Sodium Lauryl Sulfate/Laurilsulfato de Sódio, Aroma [Contém / Contiene Mentha Piperita (Peppermint) Oil/Óleo de Menta Piperita (Menta)], Cellulose Gum/Carmelose Sódica, Xanthan Gum/Goma Xantana, Sodium Fluoride/Fluoreto de Sódio, Sodium Saccharin/Sacarina Sódica, Charcoal Powder/Carvão Vegetal Ativado, Benzyl Alcohol/Álcool Benzílico, Eugenol. INCI IL INGREDIENTES: Aqua, Glycerin, Hydrated Silica, Sodium Lauryl Sulfate, Aroma [Contém / Contiene Mentha Piperita (Peppermint) Oil], Cellulose Gum, Xanthan Gum, Sodium Fluoride, Sodium Saccharin, Charcoal Powder, Benzyl Alcohol, Eugenol.'}]","[{'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '17.400.00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '18.360,00'}]"
Crema Dental Sensibilidad Colgate Pro Alivio Inmediato Blanqueadora Fresh 110g,Crema dental con alivio de la sensibilidad 2 veces más rápido* y barrera de larga duración**; restaura la blancura para una sonrisa natural.,https://pxmshare.colgatepalmolive.com/JPEG_1500/Kc_iUsTwDuMdkDUvsHZow.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-sensitive-pro-relief-real-white?product_overview,7891024124628,Cremas dentales,Colgate Sensitive Pro-Relief,"['Reducir Sensibilidad', 'Prevenir caries', 'Combatir placa']","Experimenta una vida sin sensibilidad dental con la crema dental Colgate Sensitive Pro Instant Relief Whitening Fresh. Si sueles preocuparte por el dolor de muelas al disfrutar de comidas o bebidas frías, podría ser un signo de sensibilidad dental. Nuestra fórmula avanzada ofrece un alivio inmediato y duradero de las molestias al crear una barrera protectora contra la sensibilidad, que actúa dos veces más rápido que las cremas dentales con nitrato de potasio. Además de calmar la sensibilidad, esta crema dental también ayuda a restaurar la blancura natural de tus dientes, permitiéndote disfrutar de una sonrisa radiante y segura todos los días. Para un alivio inmediato, simplemente aplica directamente y masajea cada diente sensible durante un minuto.",[],"[{'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '25.120,00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '31.950,00'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Agotado', 'precio': 'N/A'}]"
Cepillo de Dientes Sensibilidad Colgate Ultra Suave,"Cepillo de dientes Colgate Sensitive para dientes y encías sensibles con más de 6,300 cerdas ultra suaves y un cuello súper flexible.",https://pxmshare.colgatepalmolive.com/JPEG_1500/xS8oY8HQ0tXbTxQSygd1B.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-sensitive-ultra-soft?product_overview,7509546686929,Cepillos de dientes,Colgate Sensitive,"['Reducir Sensibilidad', 'Salud de encías', 'Prevenir caries']","¿Sientes molestias al disfrutar de tus comidas y bebidas favoritas? La sensibilidad dental, provocada por alimentos fríos, calientes, dulces o ácidos, puede afectar tu vida diaria. Diseñado en colaboración con dentistas, el cepillo de dientes Colgate Sensitive es un complemento esencial para tu rutina de higiene bucal si sufres de hipersensibilidad dental. Este cepillo de cerdas suaves cuenta con más de 6300 cerdas de alta densidad que proporcionan una limpieza especializada, satisfaciendo las necesidades únicas de los dientes sensibles. Su mango ergonómico y cuello superflexible garantizan un cepillado cómodo, a la vez que ayudan a prevenir el desgaste del esmalte dental. Recupera el placer de comer y beber sin dolor con el cepillo de dientes Colgate Sensitive.",[],"[{'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '24.392,00'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '28.650.00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '33.900,00'}]"
Cepillo de Dientes Medio Colgate 360°,"Cepillo de dientes para una limpieza bucal completa. Limpieza más profunda, cerdas antibacterianas de grosor medio, limpiador lingual.",https://pxmshare.colgatepalmolive.com/JPEG_1500/CDiMNOvjTlbRovS5_946M.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-360-limpieza-completa?product_overview,7891024316160,Cepillos de dientes,Colgate 360,"['Prevenir caries', 'Prevenir caries', 'Combatir placa']","Consiga una limpieza profunda y mantenga una excelente salud bucal con el cepillo de dientes Colgate 360. Diseñado para una limpieza bucal completa, limpia eficazmente dientes, lengua, mejillas y encías. Su innovador cabezal cuenta con cerdas en las puntas para alcanzar fácilmente las zonas difíciles y cerdas interdentales que ayudan a eliminar la placa debajo de la línea de las encías. Las cerdas también cuentan con un tratamiento antibacteriano para inhibir el crecimiento bacteriano. Además, el limpiador de lengua y mejillas integrado en la parte posterior del cepillo elimina eficazmente las bacterias que causan mal olor en esas zonas, solucionando el problema de que el 80 % de las bacterias no se encuentran en los dientes.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}, {'pregunta': '¿Qué tipo de cerdas tiene el cepillo?', 'respuesta': 'Cerdas interdentales'}, {'pregunta': '¿Qué lo diferencía de otros cepillos?', 'respuesta': 'Su nueva tecnología cuenta con 4 tipos de cerdas diseñadas para lograr una limpieza completa'}]",[]
Cepillo de Dientes Colgate Super Flexi Suave,"Cepillo de Dientes Colgate Super Flexi, proporciona una limpieza superior con un cuello flexible para facilitar el cepillado, además de un limpiador de lengua.",https://pxmshare.colgatepalmolive.com/JPEG_1500/dEa0DOyWhE8RJAj_Nk_qz.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-super-flexi?product_overview,7509546075242,Cepillos de dientes,Colgate Superflexi,"['Prevenir caries', 'Prevenir caries', 'Combatir placa', 'Proteger esmalte']","Consigue una limpieza superior y mantén una sonrisa radiante con el cepillo de dientes Colgate Super Flexi. Su innovador cuello flexible llega fácilmente a todas las zonas de tus dientes y encías, garantizando un cepillado completo. Este cepillo también cuenta con un limpiador lingual integrado que elimina eficazmente los residuos de comida, dejando tu boca con una sensación de frescura. Diseñado para ser fácil y práctico, cuenta con un mango de plástico alargado y un cabezal compacto con cerdas suaves, lo que facilita un cepillado suave y efectivo. Incorpora este cepillo a tu rutina diaria después de cada comida y antes de dormir para lucir una sonrisa radiante. Comparte este práctico pack de dos cepillos con tu familia y mejora tu higiene bucal combinándolos con otros productos Colgate.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}, {'pregunta': '¿Qué tipo de cerdas tiene el cepillo?', 'respuesta': 'Cerdas suaves'}]",[]
Cepillo de Dientes Medio Colgate 360° Luminous White,Cepillo de dientes para una limpieza bucal completa. Con cerdas medianas antibacterianas y mango de plástico reciclado.,https://pxmshare.colgatepalmolive.com/JPEG_1500/wYHgTYfXMue008sVH5nhZ.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-360-luminous-white?product_overview,7509546077048,Cepillos de dientes,Colgate 360,"['Prevenir caries', 'Prevenir caries', 'Combatir placa']","Consigue una sonrisa más blanca y brillante con el cepillo de dientes Colgate 360° White. Diseñado para eliminar eficazmente las manchas superficiales, este cepillo cuenta con exclusivos vasos de pulido y cerdas en espiral para una limpieza superior. Su innovador diseño no solo cubre tus dientes, sino que también proporciona una experiencia de limpieza bucal completa, llegando a tu lengua, mejillas y encías. Este cepillo también cuenta con un nuevo mango fabricado con un 40 % de plástico reciclado, lo que contribuye a una opción más sostenible para tu rutina de cuidado bucal. Para obtener mejores resultados de blanqueamiento, complementa tu cepillado con la crema dental y el enjuague bucal Colgate Luminous White. Descubre la diferencia de una sonrisa verdaderamente limpia y radiante.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}, {'pregunta': '¿Qué tipo de cerdas tiene el cepillo?', 'respuesta': 'Cerdas espirales pulidoras para remover las manchas.'}, {'pregunta': '¿Qué lo diferencía de otros cepillos?', 'respuesta': 'Sus copas blanqueadoras almacenan la crema dental para ayudar a remover efectivamente las manchas en los dientes'}]","[{'tienda': 'ExitoCO', 'disponibilidad': 'Agotado', 'precio': 'N/A'}]"
Cepillo de Dientes Colgate Pro Cuidado Charcoal Extra Suave,"Cepillo de dientes Colgate Pro Care Charcoal con cerdas con infusión de carbón para dientes sensibles y encías delicadas, para una limpieza suave pero efectiva.",https://pxmshare.colgatepalmolive.com/JPEG_1500/pwhB58ES6Fm0nTQhUPVWC.jpg,https://www.colgate.com/es-co/products/toothbrush/toothbrush-gentle-charcoal?product_overview,7509546694986,Cepillos de dientes,Colgate Pro Cuidado,"['Prevenir caries', 'Prevenir caries', 'Combatir placa']","Descubre el nuevo cepillo de dientes Colgate Pro Care Charcoal, diseñado por expertos para personas con dientes sensibles y encías delicadas que buscan una limpieza suave pero eficaz. Con más de 3500 cerdas extrasuaves con carbón y puntas finas, este cepillo proporciona una limpieza bucal suave y profunda. Elimina eficazmente las bacterias acumuladas en los espacios estrechos entre los dientes y por encima de la línea de las encías, garantizando una limpieza profunda sin irritación. Las cerdas de alta densidad permiten un cepillado cómodo en las zonas sensibles, mientras que el cabezal ancho limpia una mayor superficie en una sola pasada. Su tamaño compacto te ayuda a llegar a zonas difíciles como las muelas posteriores, sin dejar ninguna mancha sin limpiar. El mango delgado, disponible en tres colores aleatorios (negro, blanco perla y rosa perla), cuenta con goma antideslizante para un agarre cómodo y un mejor control durante el cepillado. Para una higiene bucal óptima, recuerda cepillarte los dientes al menos dos veces al día con un cepillo de dientes de alta calidad como el Colgate Pro Care Charcoal.",[],[]
Cepillo de Dientes Colgate Slim Soft Carbón Suave,"Cepillo de dientes Colgate Slim Soft para una limpieza dental profunda, previniendo caries y mal aliento, con cerdas antibacterianas con infusión de carbón.",https://pxmshare.colgatepalmolive.com/JPEG_1500/gRlCIiA9Nva7YnjG-72Id.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-slim-soft-regular-black?product_overview,7509546061689,Cepillos de dientes,Colgate Slim Soft,"['Prevenir caries', 'Combatir placa', 'Combatir placa']","Descubra nuestro exclusivo y sofisticado cepillo de dientes Slimsoft Total 12 Carbon, diseñado para revolucionar su rutina de cuidado bucal. Con cerdas cónicas 17 veces más finas que las convencionales, este innovador cepillo elimina eficazmente el 88 % de la placa en un solo cepillado. Su cabezal pequeño y delgado y su cuello flexible permiten que las cerdas penetren fácilmente y eliminen los restos de comida incluso en los espacios más estrechos entre los dientes, garantizando una limpieza profunda. Experimente la combinación perfecta de suavidad y limpieza al incorporar este excepcional cepillo a su rutina diaria de cepillado con su crema de dientes y enjuague bucal favoritos.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}]","[{'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '22.392,00'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '28.650.00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '29.500,00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Agotado', 'precio': 'N/A'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '34.900,00'}]"
Cepillo de Dientes Colgate Luminous White Lovers,Cepillo de dientes Colgate ® Luminous White Loves para una sonrisa más blanca y brillante.,https://pxmshare.colgatepalmolive.com/JPEG_1500/mCbhLYFXxyJpjP6iPI_oy.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-luminous-white-lovers?product_overview,7509546671710,Cepillos de dientes,Colgate 360,"['Prevenir caries', 'Blanqueamiento dental', 'Prevenir sarro', 'Combatir placa']","Consigue una sonrisa radiante y segura fácilmente. Esta potente fórmula está diseñada para eliminar las manchas difíciles de los placeres cotidianos como el café y el vino, revelando unos dientes notablemente más blancos. Combínalo con el cepillo de dientes Colgate® Luminous White Loves para mantener una sonrisa más blanca y radiante, y asegurar una higiene bucal óptima.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}, {'pregunta': '¿Qué tipo de cerdas tiene el cepillo?', 'respuesta': 'Cerdas en espiral removedoras de manchas superficiales'}, {'pregunta': '¿Qué lo diferencía de otros cepillos?', 'respuesta': 'Sus copas blanqueadoras almacenan la crema dental para ayudar a remover efectivamente las manchas en los dientes'}]",[]
Cepillo de Dientes Colgate Extra Clean,El cepillo de dientes con cerdas multinivel ayuda a mantener la boca limpia y saludable con el uso diario.,https://pxmshare.colgatepalmolive.com/JPEG_1500/1eCv-z7PhIHaUkX2pbOvb.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-extra-clean?product_overview,99176316732,Cepillos de dientes,Colgate 360,"['Prevenir caries', 'Prevenir sarro', 'Combatir placa']","Consiga una boca más sana y limpia a diario con el cepillo de dientes Colgate Extra Clean Hard Multi-Level Bristle. Esta herramienta esencial para la higiene bucal está diseñada para brindar una limpieza superior, ayudándole a eliminar gérmenes, bacterias y restos de comida eficazmente. Su cabezal grande, con punta de limpieza, alcanza y cepilla fácilmente las muelas posteriores, garantizando que no quede ninguna zona sin limpiar. Además de limpiar los dientes, el limpiador lingual integrado en la parte posterior del cabezal elimina eficazmente los microorganismos que contribuyen al mal aliento, dejando una sensación de frescor. Las cerdas multinivel están diseñadas específicamente para recorrer y limpiar los espacios interdentales, promoviendo la salud bucal en general. Para obtener mejores resultados, integre este cepillo de dientes en su rutina de cepillado completa junto con otros productos de cuidado bucal Colgate.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}, {'pregunta': '¿Qué tipo de cerdas tiene el cepillo?', 'respuesta': 'Cepillo de cerdas suaves infusionadas en carbón.'}]",[]
Cepillo de Dientes Colgate Kids 5+ años Extra Suave,"Cepillo de dientes Colgate Kids, cabezal pequeño y cerdas extra suaves para zonas de difícil acceso.",https://pxmshare.colgatepalmolive.com/JPEG_1500/BBjTJTHEtjPmPS2fhYXuZ.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-kids?product_overview,7509546073453,Cepillos de dientes,Colgate Kids,"['Salud dental infantil', 'Prevenir caries', 'Prevenir sarro', 'Combatir placa']","Inculca buenos hábitos de higiene bucal en tus hijos con el cepillo de dientes Colgate Kids, diseñado para niños a partir de 5 años. Su pequeño cabezal, con cerdas extrasuaves a diferentes alturas, llega eficazmente a todas las zonas de la boca, incluso a las más difíciles. El mango ergonómico proporciona apoyo para el pulgar, lo que permite a los niños realizar los movimientos característicos para un cepillado óptimo. Su divertido diseño, disponible en sus colores favoritos rosa y azul, luce la simpática imagen del conejito sonriente Tandy.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}]","[{'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '6.552,00'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Agotado', 'precio': 'N/A'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '8.600,00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '10.400,00'}]"
Cepillo de Dientes Colgate Premier Clean Medio,"Cepillo de dientes Colgate Premier Clean para una sonrisa segura, elimina manchas y limpia áreas difíciles de alcanzar con cerdas texturizadas.",https://pxmshare.colgatepalmolive.com/JPEG_1500/TSw72VVWDWU8SFsFPnAqO.jpg,https://www.colgate.com/es-co/products/toothbrush/premier-clean?product_overview,36910021007207,Cepillos de dientes,Colgate Premier Clean,"['Prevenir caries', 'Prevenir sarro', 'Combatir placa']","Consigue una sonrisa más brillante y sana con el nuevo cepillo de dientes Colgate Premier Clean. Sus innovadoras cerdas con puntas elevadas están diseñadas para eliminar eficazmente las manchas de comida y bebida, llegando a las zonas que suelen pasarse por alto para una limpieza profunda después de cada comida. Disfruta de una higiene bucal completa con el práctico limpiador lingual integrado, que te garantiza una sensación de frescura y limpieza en cada zona de tu boca. Para mantener una salud bucal óptima y prevenir enfermedades, recuerda cambiar tu cepillo de dientes después de una enfermedad o cada tres meses y aprovecha todos los beneficios que Colgate te ofrece para una sonrisa radiante y sin manchas.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}]",[]
Cepillo de Diente Colgate Twister Medio,"Cepillo de dientes Colgate Twister para una boca limpia diaria, libre de microorganismos causantes de enfermedades.",https://pxmshare.colgatepalmolive.com/JPEG_1500/KpSbC4BaYhQlVXSEp_mgo.jpg,https://www.colgate.com/es-co/products/toothbrush/toothbrush-twister?product_overview,7702010130632,Cepillos de dientes,Colgate Twister,"['Prevenir caries', 'Prevenir sarro', 'Combatir placa']","Mantén una boca limpia y protégete de los microorganismos que causan enfermedades con el cepillo de dientes Colgate Twister. Este cepillo cuenta con cerdas Twister multidimensionales de diseño único que se adaptan a los contornos de tus dientes y encías, eliminando eficazmente gérmenes y bacterias. Su limpiador lingual integrado garantiza que tu lengua y mejillas queden impecables. Este práctico paquete de dos cepillos de dientes Colgate te permite compartirlo con un familiar e incluye dos portacepillos gratuitos para facilitar su transporte y almacenamiento.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}]","[{'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '10.990,00'}, {'tienda': 'MerqueoCO', 'disponibilidad': 'Agotado', 'precio': 'N/A'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '14.000.00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '14.950,00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '15.700,00'}]"
Cepillo de Dientes Colgate Slim Soft Suave,"Cepillo de dientes Colgate Slim Soft con limpieza profunda, cerdas con carbón y puntas ultrafinas para eliminar la placa y prevenir las caries.",https://pxmshare.colgatepalmolive.com/JPEG_1500/w60k4aJOYqPnXDa31owLV.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-slim-soft-regular?product_overview,7591083017793,Cepillos de dientes,Colgate Slim Soft,"['Prevenir caries', 'Combatir placa', 'Combatir placa']","Consigue una limpieza superior con el cepillo de dientes Colgate Slim Soft, diseñado para una limpieza bucal profunda y eficaz. Sus cerdas suaves cuentan con puntas ultrafinas que llegan fácilmente entre los dientes y a lo largo de la línea de las encías, ofreciendo una limpieza precisa que elimina la placa interdental tres veces mejor que un cepillo de dientes de cerdas regulares (medido durante seis semanas). Disfruta de mayor comodidad y control con su mango delgado actualizado, fabricado con un 50 % de plástico reciclado. Este mango está disponible en cuatro colores aleatorios e incluye goma antideslizante para un agarre seguro y cómodo durante el cepillado. El cuello flexible mejora aún más tu experiencia de cepillado, permitiendo un mejor acceso a las zonas de difícil acceso de la boca. Para una higiene bucal óptima, incorpora el cepillo de dientes Colgate Slim Soft a tu rutina diaria, cepillándote al menos dos veces al día. Para una salud bucal completa, recomendamos combinarlo con la crema dental, el enjuague bucal y el hilo dental Colgate Total.",[],"[{'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '16.315.00'}, {'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '21.032,00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '25.950,00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '26.200,00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '27.500,00'}]"
Cepillo de Dientes Medio Colgate Extrablancura,"Cepillo de dientes blanqueador Colgate Triple Acción para la salud bucal, eliminando bacterias de mejillas, dientes, encías y lengua para una sonrisa limpia.",https://pxmshare.colgatepalmolive.com/JPEG_1500/hHYBDyubgNud22WbHJdzn.jpg,https://www.colgate.com/es-co/products/toothbrush/toothbrush-triple-accion-whitening?product_overview,7702010130663,Cepillos de dientes,Colgate Triple Acción,"['Prevenir caries', 'Prevenir caries', 'Combatir placa']","Luce una sonrisa más brillante y saludable con el Cepillo de Dientes Blanqueador Colgate Triple Acción, diseñado para tu rutina diaria de cuidado bucal. Este innovador cepillo elimina eficazmente las bacterias de tus mejillas, dientes, encías y lengua con cada cepillado, dejando tu boca con una sensación de frescura y visiblemente más limpia. Cada paquete incluye tres cepillos en vibrantes colores verde, azul y rosa, para que todos los miembros de la familia disfruten fácilmente de sus numerosos beneficios, incluyendo la eliminación de manchas superficiales para unos dientes más blancos. Diseñado para una limpieza óptima, el Cepillo de Dientes Blanqueador Colgate Triple Acción cuenta con una punta de limpieza angular giratoria que se adapta a los contornos únicos de tus dientes, cerdas en espiral pulidoras para una mejor eliminación de manchas y un limpiador lingual integrado en la parte posterior del cabezal para garantizar un aliento fresco y constante.","[{'pregunta': '¿Después de cuánto tiempo debo de cambiar mi cepillo?', 'respuesta': 'Tres meses'}]","[{'tienda': 'FarmatodoCO', 'disponibilidad': 'Agotado', 'precio': 'N/A'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Agotado', 'precio': 'N/A'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '19.500,00'}]"
Cepillo de Dientes Colgate Max White Suave,"Cepillo de dientes Colgate Max White, diseñado con un patrón de cerdas para eliminar suavemente las manchas.",https://pxmshare.colgatepalmolive.com/JPEG_1500/yBvXM4mhafVtMqouz3lE-.jpg,https://www.colgate.com/es-co/products/toothbrush/colgate-max-white-charcoal?product_overview,7509546690315,Cepillos de dientes,Colgate Max White,"['Prevenir caries', 'Prevenir sarro', 'Combatir placa']","Consigue una sonrisa visiblemente más blanca con cada cepillado usando el cepillo de dientes Colgate Max White. Diseñado con un patrón de cerdas especializado, este cepillo elimina las manchas superficiales de forma suave y eficaz, revelando el brillo natural de tus dientes. Su innovadora estrella pulidora actúa activamente para eliminar las manchas, mientras que sus suaves cerdas eliminan meticulosamente las bacterias y los restos de comida entre los dientes, promoviendo una higiene bucal óptima. Para una limpieza completa, complementa tu rutina de cepillado con el enjuague bucal y la crema dental Colgate. Recuerda cambiar tu cepillo de dientes cada tres meses o después de una enfermedad para mantener la higiene y prevenir la acumulación de gérmenes y bacterias.",[],[]
